id,flight agent,price,departure,arrival,duration,booking url
"13771-2208011355--32356,-31915-1-9320-2208012100",skyp,190.0 EUR,2022-08-01 13:55:00,2022-08-01 21:00:00,6.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/skyp/1/13771.9320.2022-08-01/air/trava/flights?itinerary=flight|-32356|15|13771|2022-08-01T13:55|11235|2022-08-01T15:15|80|-|-|-;flight|-31915|6652|11235|2022-08-01T16:45|9320|2022-08-01T21:00|195|-|-|-&carriers=-32356,-31915&operators=-32356;-31915&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=190.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpzq4sEGLmuKUixczxwkOhYf2c6WxGTAqMACYGqGkcAAAA|-2989474827940310124|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&transfer_protection=protected&pqid=true"
"13554-2208011535--32677-1-9320-2208012340",lolt,747.91 EUR,2022-08-01 15:35:00,2022-08-01 23:40:00,7.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32677|1781|13554|2022-08-01T15:35|10413|2022-08-01T17:55|80|-|-|-;flight|-32677|9440|10413|2022-08-01T21:05|9320|2022-08-01T23:40|155|-|-|-&carriers=-32677&operators=-32677;-32677&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=747.91&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-1197277017797265137|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208010920--32753-1-9320-2208012300",lolt,498.3 EUR,2022-08-01 09:20:00,2022-08-01 23:00:00,12.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|711|13554|2022-08-01T09:20|15069|2022-08-01T10:45|85|-|-|-;flight|-32753|886|15069|2022-08-01T19:15|9320|2022-08-01T23:00|165|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=498.30&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|8717406968145168332|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011915--32132,-32680-2-9320-2208022015",lolt,423.1 EUR,2022-08-01 19:15:00,2022-08-02 20:15:00,24.00,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32132|1030|13554|2022-08-01T19:15|9451|2022-08-01T21:25|70|-|-|-;flight|-32132|1703|9451|2022-08-02T13:50|13870|2022-08-02T16:25|155|-|-|-;flight|-32680|5047|13870|2022-08-02T19:00|9320|2022-08-02T20:15|75|-|-|-&carriers=-32132,-32680&operators=-32131;-32132;-31597&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=423.10&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|1655675752151113864|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011825--32753-1-9320-2208022300",gtfr,500.99 EUR,2022-08-01 18:25:00,2022-08-02 23:00:00,27.58,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|723|13554|2022-08-01T18:25|15069|2022-08-01T19:50|85|-|-|-;flight|-32753|886|15069|2022-08-02T19:15|9320|2022-08-02T23:00|165|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=500.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-9121964486842914462|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13465-2208011420--32222-1-9320-2208012100",lolt,817.2 EUR,2022-08-01 14:20:00,2022-08-01 21:00:00,5.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13465.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|7692|13465|2022-08-01T14:20|12404|2022-08-01T17:45|145|-|-|-;flight|-32222|8460|12404|2022-08-01T19:00|9320|2022-08-01T21:00|120|-|-|-&carriers=-32222&operators=-32528;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=817.20&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|6709659785907090657|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208012115--32013-1-9320-2208030045",mtfr,345.99 EUR,2022-08-01 21:15:00,2022-08-03 00:45:00,26.50,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/mtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32013|1337|13542|2022-08-01T21:15|16618|2022-08-01T23:55|100|-|-|-;flight|-32013|5037|16618|2022-08-02T21:00|9320|2022-08-03T00:45|225|-|-|-&carriers=-32013&operators=-32013;-32013&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=345.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJLUkrEmLmuKUixczxwkOhYf2c6WxGTAqMAE0ZKJIcAAAA|-1715981503837612742|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208010640--32753-1-9320-2208011550",ctma,670.0 EUR,2022-08-01 06:40:00,2022-08-01 15:50:00,8.17,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ctma/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|149|13554|2022-08-01T06:40|11154|2022-08-01T08:05|85|-|-|-;flight|-32753|584|11154|2022-08-01T11:45|9320|2022-08-01T15:50|185|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=670.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJLslNFGLmuKUixczxwkOhYf2c6WxGTAqMAOxs2UAcAAAA|-7141046417538411951|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011435--32222-1-9320-2208012230",lolt,500.96 EUR,2022-08-01 14:35:00,2022-08-01 22:30:00,6.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5767|13542|2022-08-01T14:35|9772|2022-08-01T17:50|135|-|-|-;flight|-32222|5189|9772|2022-08-01T20:50|9320|2022-08-01T22:30|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=500.96&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|8942966715397924849|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208012105--31781-2-9320-2208030945",mtfr,317.99 EUR,2022-08-01 21:05:00,2022-08-03 09:45:00,35.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/mtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31781|1335|13542|2022-08-01T21:05|15055|2022-08-01T23:30|145|-|-|-;flight|-31781|1935|15055|2022-08-02T14:00|13577|2022-08-02T15:00|60|-|-|-;flight|-31781|1134|13577|2022-08-03T07:15|9320|2022-08-03T09:45|90|-|-|-&carriers=-31781&operators=-31781;-31781;-31678&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=317.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJLUkrEmLmuKUixczxwkOhYf2c6WxGTAqMAE0ZKJIcAAAA|-6971395411367456773|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011915--32132,-32680-2-9320-2208021610",lolt,664.17 EUR,2022-08-01 19:15:00,2022-08-02 16:10:00,19.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32132|1030|13554|2022-08-01T19:15|9451|2022-08-01T21:25|70|-|-|-;flight|-32132|1699|9451|2022-08-02T07:00|13870|2022-08-02T09:35|155|-|-|-;flight|-32680|5039|13870|2022-08-02T14:55|9320|2022-08-02T16:10|75|-|-|-&carriers=-32132,-32680&operators=-32131;-32132;-32680&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=664.17&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|5829833294941567809|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208011225--31734-2-9320-2208021055",gtfr,1313.99 EUR,2022-08-01 12:25:00,2022-08-02 10:55:00,21.50,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/16574.9320.2022-08-01/air/trava/flights?itinerary=flight|-31734|4321|16574|2022-08-01T12:25|9692|2022-08-01T18:25|240|-|-|-;flight|-31734|2403|9692|2022-08-02T03:30|12585|2022-08-02T04:55|85|-|-|-;flight|-31734|1305|12585|2022-08-02T07:20|9320|2022-08-02T10:55|275|-|-|-&carriers=-31734&operators=-32570;-31734;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1313.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|1207634412008094897|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13771-2208011210--32356,-31915-1-9320-2208012100",gtfr,173.99 EUR,2022-08-01 12:10:00,2022-08-01 21:00:00,7.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13771.9320.2022-08-01/air/trava/flights?itinerary=flight|-32356|13|13771|2022-08-01T12:10|11235|2022-08-01T13:30|80|-|-|-;flight|-31915|6652|11235|2022-08-01T16:45|9320|2022-08-01T21:00|195|-|-|-&carriers=-32356,-31915&operators=-32356;-31915&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=173.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-6021292332309438042|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&transfer_protection=protected&pqid=true"
"13554-2208011305--32222-1-9320-2208012055",lolt,618.63 EUR,2022-08-01 13:05:00,2022-08-01 20:55:00,6.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|7462|13554|2022-08-01T13:05|13870|2022-08-01T16:35|150|-|-|-;flight|-32222|8950|13870|2022-08-01T19:40|9320|2022-08-01T20:55|75|-|-|-&carriers=-32222&operators=-32480;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=618.63&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-2418354971085369095|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208011150--31734-1-9320-2208021055",turk,1682.67 EUR,2022-08-01 11:50:00,2022-08-02 10:55:00,22.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/turk/1/16574.9320.2022-08-01/air/airli/flights?itinerary=flight|-31734|7799|16574|2022-08-01T11:50|16096|2022-08-01T17:40|230|YHYSAJRR|Y|JR;flight|-31734|1305|12585|2022-08-02T07:20|9320|2022-08-02T10:55|275|YHTCLR|Y|CL&carriers=-31734&operators=-32570;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1682.67&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpKS3KFmLmuKUixczxwkOhYf2c6WxGTAqMAHiUgiEcAAAA|-2942523701148861275|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T03:38:00&pqid=false"
"13542-2208011940--32222-0-9320-2208012320",lolt,350.39 EUR,2022-08-01 19:40:00,2022-08-01 23:20:00,2.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5963|13542|2022-08-01T19:40|9320|2022-08-01T23:20|160|-|-|-&carriers=-32222&operators=-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=350.39&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|2514808897860688081|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011450--31734-2-9320-2208021055",gtfr,1026.99 EUR,2022-08-01 14:50:00,2022-08-02 10:55:00,19.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31734|4004|13542|2022-08-01T14:50|9692|2022-08-01T21:15|265|-|-|-;flight|-31734|2403|9692|2022-08-02T03:30|12585|2022-08-02T04:55|85|-|-|-;flight|-31734|1305|12585|2022-08-02T07:20|9320|2022-08-02T10:55|275|-|-|-&carriers=-31734&operators=-31734;-31734;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1026.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|5353983374446619574|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13771-2208010615--31915-0-9320-2208011000",ebfc,351.23 EUR,2022-08-01 06:15:00,2022-08-01 10:00:00,2.75,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13771.9320.2022-08-01/air/trava/flights?itinerary=flight|-31915|7784|13771|2022-08-01T06:15|9320|2022-08-01T10:00|165|-|-|-&carriers=-31915&operators=-31915&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=351.23&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|5779672200281057411|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208012055--32132-1-9320-2208021235",lolt,551.47 EUR,2022-08-01 20:55:00,2022-08-02 12:35:00,14.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32132|1028|13554|2022-08-01T20:55|9451|2022-08-01T23:05|70|-|-|-;flight|-32132|1037|9451|2022-08-02T09:40|9320|2022-08-02T12:35|175|-|-|-&carriers=-32132&operators=-32131;-32132&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=551.47&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|3480973122312581522|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011010--32480-0-9320-2208011350",lolt,370.05 EUR,2022-08-01 10:10:00,2022-08-01 13:50:00,2.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|8095|13542|2022-08-01T10:10|9320|2022-08-01T13:50|160|-|-|-&carriers=-32480&operators=-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=370.05&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-5772405372229793609|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011045--32221,-32222-1-9320-2208011700",lolt,613.17 EUR,2022-08-01 10:45:00,2022-08-01 17:00:00,5.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32221|3715|13542|2022-08-01T10:45|13870|2022-08-01T14:15|150|-|-|-;flight|-32222|8948|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32221,-32222&operators=-32221;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=613.17&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-3732291702164821985|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011840--32132-1-9320-2208021235",klm1,574.63 EUR,2022-08-01 18:40:00,2022-08-02 12:35:00,16.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/klm1/1/13554.9320.2022-08-01/air/airli/flights?itinerary=flight|-32132|1024|13554|2022-08-01T18:40|9451|2022-08-01T20:55|75|BS50BALG|B|-;flight|-32132|1037|9451|2022-08-02T09:40|9320|2022-08-02T12:35|175|BS50BALG|B|-&carriers=-32132&operators=-32131;-32132&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=574.63&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJzsk1FGLmuKUixczxwkOhYf2c6WxGTAqMACXKGiwcAAAA|-2321298515556564929|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208012110--32753-1-9320-2208022005",gtfr,577.99 EUR,2022-08-01 21:10:00,2022-08-02 20:05:00,21.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|183|13554|2022-08-01T21:10|11154|2022-08-01T22:30|80|-|-|-;flight|-32753|586|11154|2022-08-02T16:10|9320|2022-08-02T20:05|175|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=577.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-4342401476863878591|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208011435--31685-1-9320-2208012230",ebfc,368.03 EUR,2022-08-01 14:35:00,2022-08-01 22:30:00,6.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|7827|13542|2022-08-01T14:35|9772|2022-08-01T17:50|135|-|-|-;flight|-31685|2119|9772|2022-08-01T20:50|9320|2022-08-01T22:30|100|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=368.03&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|-4645814743683502246|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208010620--32480-1-9320-2208011700",ba__,625.0 EUR,2022-08-01 06:20:00,2022-08-01 17:00:00,9.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ba__/1/13554.9320.2022-08-01/air/airli/flights?itinerary=flight|-32480|456|13554|2022-08-01T06:20|13870|2022-08-01T09:45|145|YLV3SO%2FN|Y|Plus+Flex;flight|-32480|7126|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|YLV3SO%2FY|Y|Plus+Flex&carriers=-32480&operators=-32480;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=625.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJSoyPF2LmuKUixczxwkOhYf2c6WxGTAqMAEbuelscAAAA|-5517051306879203586|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011045--32480,-32222-1-9320-2208011700",lolt,596.28 EUR,2022-08-01 10:45:00,2022-08-01 17:00:00,5.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|7195|13542|2022-08-01T10:45|13870|2022-08-01T14:15|150|-|-|-;flight|-32222|8948|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32480,-32222&operators=-32221;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=596.28&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|4149894702546380263|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"16574-2208011215--32356-1-9320-2208012220",eapr,182.68 EUR,2022-08-01 12:15:00,2022-08-01 22:20:00,9.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/eapr/1/16574.9320.2022-08-01/air/airli/flights?itinerary=flight|-32356|239|16574|2022-08-01T12:15|11235|2022-08-01T13:35|80|-|-|-;flight|-32356|6901|11235|2022-08-01T18:00|9320|2022-08-01T22:20|200|-|-|-&carriers=-32356&operators=-32356;-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=182.68&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTSwoEmLmuKUixczxwkOhYf2c6WxGTAqMADn4fgEcAAAA|-880311953853847161|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:32&transfer_protection=protected&pqid=false"
