id,flight agent,price,departure,arrival,duration,booking url
"13542-2208011810--31734-2-9320-2208021055",gtfr,1362.99 EUR,2022-08-01 18:10:00,2022-08-02 10:55:00,15.75,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31734|4112|13542|2022-08-01T18:10|11039|2022-08-02T00:25|255|-|-|-;flight|-31734|2573|11039|2022-08-02T03:30|12585|2022-08-02T04:55|85|-|-|-;flight|-31734|1305|12585|2022-08-02T07:20|9320|2022-08-02T10:55|275|-|-|-&carriers=-31734&operators=-31734;-31734;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1362.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-1979447086794243509|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208010640--30972-0-9320-2208011025",wizz,242.51 EUR,2022-08-01 06:40:00,2022-08-01 10:25:00,2.75,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/wizz/1/13542.9320.2022-08-01/air/airli/flights?itinerary=flight|-30972|5723|13542|2022-08-01T06:40|9320|2022-08-01T10:25|165|-|-|Basic&carriers=-30972&operators=-30972&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=242.51&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpz6yqEmLmeJYpxczxwkOhYf2c6WxGTAqMAK6ZqJ4cAAAA|5501172838712433189|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13771-2208011355--32356-1-9320-2208012220",eapr,189.21 EUR,2022-08-01 13:55:00,2022-08-01 22:20:00,7.42,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/eapr/1/13771.9320.2022-08-01/air/airli/flights?itinerary=flight|-32356|15|13771|2022-08-01T13:55|11235|2022-08-01T15:15|80|-|-|-;flight|-32356|6901|11235|2022-08-01T18:00|9320|2022-08-01T22:20|200|-|-|-&carriers=-32356&operators=-32356;-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=189.21&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTSwoEmLmuKUixczxwkOhYf2c6WxGTAqMADn4fgEcAAAA|-8703439245885030405|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:32&transfer_protection=protected&pqid=false"
"13554-2208011130--32222-1-9320-2208012055",gtfr,648.99 EUR,2022-08-01 11:30:00,2022-08-01 20:55:00,8.42,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|3169|13554|2022-08-01T11:30|13870|2022-08-01T15:00|150|-|-|-;flight|-32222|8950|13870|2022-08-01T19:40|9320|2022-08-01T20:55|75|-|-|-&carriers=-32222&operators=-32222;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=648.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-6682354813834210648|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13465-2208010645--32753-1-9320-2208011550",mtfr,964.99 EUR,2022-08-01 06:45:00,2022-08-01 15:50:00,8.08,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/mtfr/1/13465.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|8360|13465|2022-08-01T06:45|11154|2022-08-01T08:05|80|-|-|-;flight|-32753|584|11154|2022-08-01T11:45|9320|2022-08-01T15:50|185|-|-|-&carriers=-32753&operators=-32528;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=964.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJLUkrEmLmuKUixczxwkOhYf2c6WxGTAqMAE0ZKJIcAAAA|-5297565560246418409|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208012145--32222-1-9320-2208020830",lolt,347.13 EUR,2022-08-01 21:45:00,2022-08-02 08:30:00,9.75,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5769|13542|2022-08-01T21:45|9772|2022-08-02T01:00|135|-|-|-;flight|-32222|5185|9772|2022-08-02T06:50|9320|2022-08-02T08:30|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=347.13&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-8169471272587969785|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011945--32222,-32221-1-9320-2208020840",lolt,329.72 EUR,2022-08-01 19:45:00,2022-08-02 08:40:00,11.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|3179|13554|2022-08-01T19:45|13870|2022-08-01T23:15|150|-|-|-;flight|-32221|3866|13870|2022-08-02T07:25|9320|2022-08-02T08:40|75|-|-|-&carriers=-32222,-32221&operators=-32222;-32221&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=329.72&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|7588507398297159488|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011255--32222-1-9320-2208012230",lolt,405.28 EUR,2022-08-01 12:55:00,2022-08-01 22:30:00,8.58,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5773|13542|2022-08-01T12:55|9772|2022-08-01T16:10|135|-|-|-;flight|-32222|5189|9772|2022-08-01T20:50|9320|2022-08-01T22:30|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=405.28&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-3834819873765007634|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011645--32119-1-9320-2208021400",bgma,2430.0 EUR,2022-08-01 16:45:00,2022-08-02 14:00:00,20.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/bgma/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32119|102|13554|2022-08-01T16:45|13344|2022-08-02T00:40|355|-|-|-;flight|-32119|121|13344|2022-08-02T08:00|9320|2022-08-02T14:00|420|-|-|-&carriers=-32119&operators=-32119;-32119&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=2430.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJSs9NFGLmuKUixczxwkOhYf2c6WxGTAqMALq2a7YcAAAA|1371144009143984198|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"16574-2208011540--31734-1-9320-2208021055",turk,1682.67 EUR,2022-08-01 15:40:00,2022-08-02 10:55:00,18.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/turk/1/16574.9320.2022-08-01/air/airli/flights?itinerary=flight|-31734|7821|16574|2022-08-01T15:40|16096|2022-08-01T21:20|220|YHYSAJRR|Y|JR;flight|-31734|1305|12585|2022-08-02T07:20|9320|2022-08-02T10:55|275|YHTCLR|Y|CL&carriers=-31734&operators=-32570;-31734&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1682.67&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mIpKS3KFmLmuKUixczxwkOhYf2c6WxGTAqMAHiUgiEcAAAA|-7134058750650001960|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T03:38:00&pqid=false"
"13771-2208010630--32356-0-9320-2208011015",invo,290.63 EUR,2022-08-01 06:30:00,2022-08-01 10:15:00,2.75,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/invo/1/13771.9320.2022-08-01/air/trava/flights?itinerary=flight|-32356|2405|13771|2022-08-01T06:30|9320|2022-08-01T10:15|165|-|-|-&carriers=-32356&operators=-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=290.63&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJzCvLF2LmOJ0txczxwkOhYf2c6WxGTAqMAJGE0m0cAAAA|-5288232609395871761|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208012145--32222-1-9320-2208022335",mtfr,337.99 EUR,2022-08-01 21:45:00,2022-08-02 23:35:00,24.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/mtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5769|13542|2022-08-01T21:45|9772|2022-08-02T01:00|135|-|-|-;flight|-32222|5183|9772|2022-08-02T21:55|9320|2022-08-02T23:35|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=337.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJLUkrEmLmuKUixczxwkOhYf2c6WxGTAqMAE0ZKJIcAAAA|6416528147725511100|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208012010--32753-1-9320-2208022005",gtfr,525.99 EUR,2022-08-01 20:10:00,2022-08-02 20:05:00,22.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|245|13542|2022-08-01T20:10|11154|2022-08-01T21:35|85|-|-|-;flight|-32753|586|11154|2022-08-02T16:10|9320|2022-08-02T20:05|175|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=525.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-3618790341830324241|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13465-2208011420--32480,-32222-1-9320-2208012100",lolt,620.38 EUR,2022-08-01 14:20:00,2022-08-01 21:00:00,5.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13465.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|8465|13465|2022-08-01T14:20|12404|2022-08-01T17:45|145|-|-|-;flight|-32222|8460|12404|2022-08-01T19:00|9320|2022-08-01T21:00|120|-|-|-&carriers=-32480,-32222&operators=-32528;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=620.38&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|4832942734750084946|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208012010--32753-1-9320-2208021150",gtfr,744.99 EUR,2022-08-01 20:10:00,2022-08-02 11:50:00,14.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|245|13542|2022-08-01T20:10|11154|2022-08-01T21:35|85|-|-|-;flight|-32753|582|11154|2022-08-02T07:40|9320|2022-08-02T11:50|190|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=744.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|-6278637716087068839|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011350--32753-1-9320-2208012300",gtfr,688.99 EUR,2022-08-01 13:50:00,2022-08-01 23:00:00,8.17,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32753|715|13554|2022-08-01T13:50|15069|2022-08-01T15:10|80|-|-|-;flight|-32753|886|15069|2022-08-01T19:15|9320|2022-08-01T23:00|165|-|-|-&carriers=-32753&operators=-32753;-32753&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=688.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|8684737738286487365|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13465-2208011400--32222-1-9320-2208012100",iber,841.69 EUR,2022-08-01 14:00:00,2022-08-01 21:00:00,6.00,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/iber/1/13465.9320.2022-08-01/air/airli/flights?itinerary=flight|-32222|7690|13465|2022-08-01T14:00|12404|2022-08-01T17:25|145|HV2NO|H|TREUKES;flight|-32222|8460|12404|2022-08-01T19:00|9320|2022-08-01T21:00|120|YD|Y|TFLUKES&carriers=-32222&operators=-32528;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=841.69&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJTEotEmLmuKUixczxwkOhYf2c6WxGTAqMAGTe7i4cAAAA|8942817310064119604|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208012155--32339-2-9320-2208030925",mtfr,5666.99 EUR,2022-08-01 21:55:00,2022-08-03 09:25:00,34.50,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/mtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32339|18|13554|2022-08-01T21:55|9618|2022-08-02T07:40|405|-|-|-;flight|-32339|46|9618|2022-08-03T00:55|13870|2022-08-03T06:45|470|-|-|-;flight|-32339|46|13870|2022-08-03T08:10|9320|2022-08-03T09:25|75|-|-|-&carriers=-32339&operators=-32339;-32339;-32339&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=5666.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJLUkrEmLmuKUixczxwkOhYf2c6WxGTAqMAE0ZKJIcAAAA|7469123179729069143|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011550--32222-2-9320-2208020030",lolt,1121.63 EUR,2022-08-01 15:50:00,2022-08-02 00:30:00,7.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|3177|13554|2022-08-01T15:50|13870|2022-08-01T19:20|150|-|-|-;flight|-32222|8878|13870|2022-08-01T20:20|17543|2022-08-01T21:25|65|-|-|-;flight|-32222|8383|17543|2022-08-01T22:50|9320|2022-08-02T00:30|100|-|-|-&carriers=-32222&operators=-32222;-32639;-32222&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=1121.63&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|2874293907485178655|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011045--32480-1-9320-2208011700",lolt,596.28 EUR,2022-08-01 10:45:00,2022-08-01 17:00:00,5.25,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|7195|13542|2022-08-01T10:45|13870|2022-08-01T14:15|150|-|-|-;flight|-32480|7126|13870|2022-08-01T15:45|9320|2022-08-01T17:00|75|-|-|-&carriers=-32480&operators=-32221;-32639&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=596.28&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-2319965199864586461|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13554-2208011945--32222-1-9320-2208020840",ctma,345.0 EUR,2022-08-01 19:45:00,2022-08-02 08:40:00,11.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ctma/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|3179|13554|2022-08-01T19:45|13870|2022-08-01T23:15|150|-|-|-;flight|-32222|3866|13870|2022-08-02T07:25|9320|2022-08-02T08:40|75|-|-|-&carriers=-32222&operators=-32222;-32221&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=345.00&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJLslNFGLmuKUixczxwkOhYf2c6WxGTAqMAOxs2UAcAAAA|4378767041467736974|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208010910--32480-0-9320-2208011305",ebfc,684.95 EUR,2022-08-01 09:10:00,2022-08-01 13:05:00,2.92,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32480|2794|13542|2022-08-01T09:10|9320|2022-08-01T13:05|175|-|-|-&carriers=-32480&operators=-32222&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=684.95&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|2444777693268703903|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208010650--32222-1-9320-2208011410",lolt,388.4 EUR,2022-08-01 06:50:00,2022-08-01 14:10:00,6.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/lolt/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-32222|5977|13542|2022-08-01T06:50|9772|2022-08-01T10:05|135|-|-|-;flight|-32222|5187|9772|2022-08-01T12:30|9320|2022-08-01T14:10|100|-|-|-&carriers=-32222&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=388.40&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mLJyc8pEWLmuKUixczxwkOhYf2c6WxGTAqMAHtqDQUcAAAA|-7922099204102485589|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
"13542-2208011010--31685-0-9320-2208011350",ebfc,254.25 EUR,2022-08-01 10:10:00,2022-08-01 13:50:00,2.67,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|6615|13542|2022-08-01T10:10|9320|2022-08-01T13:50|160|-|-|-&carriers=-31685&operators=-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=254.25&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|2638771258204610369|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"16574-2208011725--31915-0-9320-2208012115",ebfc,289.42 EUR,2022-08-01 17:25:00,2022-08-01 21:15:00,2.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/16574.9320.2022-08-01/air/trava/flights?itinerary=flight|-31915|8164|16574|2022-08-01T17:25|9320|2022-08-01T21:15|170|-|-|-&carriers=-31915&operators=-31915&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=289.42&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|4310965617376021191|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13554-2208011000--31896-1-9320-2208021350",gtfr,7899.99 EUR,2022-08-01 10:00:00,2022-08-02 13:50:00,26.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/gtfr/1/13554.9320.2022-08-01/air/trava/flights?itinerary=flight|-31896|110|13554|2022-08-01T10:00|16029|2022-08-01T18:35|395|-|-|-;flight|-31896|227|16029|2022-08-02T08:00|9320|2022-08-02T13:50|410|-|-|-&carriers=-31896&operators=-31896;-31896&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=7899.99&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJL0krEmLmuKUixczxwkOhYf2c6WxGTAqMAPzpHpkcAAAA|6605645489222114066|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13542-2208010945--31685-1-9320-2208011705",ebfc,358.32 EUR,2022-08-01 09:45:00,2022-08-01 17:05:00,6.33,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/ebfc/1/13542.9320.2022-08-01/air/trava/flights?itinerary=flight|-31685|7823|13542|2022-08-01T09:45|9772|2022-08-01T13:00|135|-|-|-;flight|-31685|2121|9772|2022-08-01T15:25|9320|2022-08-01T17:05|100|-|-|-&carriers=-31685&operators=-31685;-31685&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=358.32&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS4mJJTUpLFmLmuKUixczxwkOhYf2c6WxGTAqMALdAo3gcAAAA|-3489701407052453574|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=true"
"13771-2208011920--32356-0-9320-2208012310",easy,241.87 EUR,2022-08-01 19:20:00,2022-08-01 23:10:00,2.83,"https://skyscanner.com//transport_deeplink/4.0/MA/en-GB/EUR/easy/1/13771.9320.2022-08-01/air/airli/flights?itinerary=flight|-32356|2409|13771|2022-08-01T19:20|9320|2022-08-01T23:10|170|-|-|-&carriers=-32356&operators=-32356&passengers=1&channel=website&cabin_class=economy&facilitated=false&fps_session_id=5637b307-9902-46e4-aa2c-4702a753f864&ticket_price=241.87&is_npt=false&is_multipart=false&client_id=skyscanner_website&request_id=fcedc591-f167-475d-bad8-789eb3fe47d8&q_ids=H4sIAAAAAAAAAOOS42JJTSyuFGLmuKUixczxwkOhYf2c6WxGTAqMTkwSjAD-qaDGIAAAAA|-2961425192088638247|V3&q_sources=JACQUARD&commercial_filters=false&q_datetime_utc=2022-07-27T04:13:00&pqid=false"
